PedAve,CarAve,Latitude,Longitude,total_pop,black,OccoRat,Tree,Traffic,Resi,Vaca,Comm,ComSev,BusStop,Housing Violations (Req_Serv),Police Issue (Req_Serv),Pot Hole (Req_Serv),road walking environment,Traffic problems,garbage problem,Junk service problem,Neighborhood Environmental Issues,Assault,NovioCrime,Homicide,Robbery,SexualC,ACCIDENT PROPERTY DAMAGE ONLY,ACCIDENT SKYWAY/33/198,ACCIDENT/INJURY,Assault%,Homicide%,Robbery%,SexCrime%,NonviolentCrime%,Theft of Vehicle%
8,282.5,42.909764,-78.813708,1941,80.73158166,66.3963964,1268,2628,624,490,44,18,22,40,0,528,80,8,46,76,28,8,50,2,8,2,22,0,12,63.06027821,1.854714065,24.21432251,4.224626481,119.2168985,20.40185471
8,353,42.909764,-78.813708,1941,80.73158166,66.3963964,1268,2628,624,490,44,18,22,40,0,528,80,8,46,76,28,22,28,0,6,0,62,0,24,63.06027821,1.854714065,24.21432251,4.224626481,119.2168985,20.40185471
8,204.5,42.887896,-78.877653,1004,45.71713147,67.10037175,738,4402,21,5,181,19,62,4,20,654,48,30,8,20,20,18,76,0,10,0,68,0,10,249.4023904,1.792828685,41.63346614,16.13545817,594.8207171,44.82071713
8,124,42.9329,-78.839258,1574,90.34307497,69.45863126,1150,992,568,354,57,12,20,56,2,432,72,20,30,50,46,4,12,0,0,0,6,0,2,53.11308767,1.778907243,14.23125794,3.176620076,80.94027954,18.55146125
8,146,42.931329,-78.839262,1489,89.45601075,75.08650519,1048,802,598,305,49,3,18,64,2,480,72,20,36,46,42,0,0,0,0,0,0,0,0,51.4439221,1.611820013,13.83478845,2.41773002,83.00873069,17.46138348
8,121,42.931329,-78.839262,1489,89.45601075,75.08650519,1048,802,598,305,49,3,18,64,2,480,72,20,36,46,42,6,76,0,0,4,6,0,2,51.4439221,1.611820013,13.83478845,2.41773002,83.00873069,17.46138348
8,257.3333333,42.903667,-78.839313,1010,89.20792079,75.41729894,2354,2632,273,227,48,9,44,22,6,378,46,18,32,26,20,6,20,0,10,0,32,0,14,64.55445545,1.584158416,35.64356436,4.356435644,165.7425743,19.40594059
8,308.3333333,42.903667,-78.839313,1010,89.20792079,75.41729894,2354,2632,273,227,48,9,44,22,6,378,46,18,32,26,20,12,10,0,4,0,26,0,16,64.55445545,1.584158416,35.64356436,4.356435644,165.7425743,19.40594059
8,330.3333333,42.903667,-78.839313,1010,89.20792079,75.41729894,2354,2632,273,227,48,9,44,22,6,378,46,18,32,26,20,10,44,0,4,0,34,2,12,64.55445545,1.584158416,35.64356436,4.356435644,165.7425743,19.40594059
8,103.5,42.897634,-78.839292,1875,72.10666667,66.21621622,942,1168,496,512,83,28,28,24,4,424,56,4,36,40,10,0,6,0,2,0,6,0,0,36.37333333,1.493333333,13.12,3.093333333,69.22666667,13.44
8,129,42.897634,-78.839292,1875,72.10666667,66.21621622,942,1168,496,512,83,28,28,24,4,424,56,4,36,40,10,2,6,0,0,0,6,0,4,36.37333333,1.493333333,13.12,3.093333333,69.22666667,13.44
8,209,42.897634,-78.839292,1875,72.10666667,66.21621622,942,1168,496,512,83,28,28,24,4,424,56,4,36,40,10,16,30,0,6,0,6,0,4,36.37333333,1.493333333,13.12,3.093333333,69.22666667,13.44
8,222.5,42.897634,-78.839292,1875,72.10666667,66.21621622,942,1168,496,512,83,28,28,24,4,424,56,4,36,40,10,8,38,0,0,4,12,0,8,36.37333333,1.493333333,13.12,3.093333333,69.22666667,13.44
8,211.5,42.897634,-78.839292,1875,72.10666667,66.21621622,942,1168,496,512,83,28,28,24,4,424,56,4,36,40,10,8,10,0,2,2,12,0,6,36.37333333,1.493333333,13.12,3.093333333,69.22666667,13.44
8,178.5,42.888149,-78.879213,1518,39.5256917,71.47208122,832,3608,68,12,167,19,50,2,20,620,44,36,10,18,30,2,28,0,2,0,38,0,4,71.54150198,1.449275362,24.37417655,8.168642951,317.5230567,28.59025033
8,194.5,42.888149,-78.879213,1518,39.5256917,71.47208122,832,3608,68,12,167,19,50,2,20,620,44,36,10,18,30,12,76,0,4,0,70,0,14,71.54150198,1.449275362,24.37417655,8.168642951,317.5230567,28.59025033
8,205,42.888149,-78.879213,1518,39.5256917,71.47208122,832,3608,68,12,167,19,50,2,20,620,44,36,10,18,30,18,120,0,6,4,66,0,14,71.54150198,1.449275362,24.37417655,8.168642951,317.5230567,28.59025033
8,209,42.888149,-78.879213,1518,39.5256917,71.47208122,832,3608,68,12,167,19,50,2,20,620,44,36,10,18,30,4,48,0,0,0,56,0,14,71.54150198,1.449275362,24.37417655,8.168642951,317.5230567,28.59025033
8,152,42.921857,-78.839374,419,93.31742243,75.68807339,366,3140,73,118,49,4,30,4,2,106,18,0,12,12,18,6,2,0,0,0,14,0,0,67.78042959,1.431980907,22.43436754,6.682577566,137.4701671,31.02625298
8,210,42.910932,-78.839073,2108,93.78557875,74.71352177,1306,3560,634,434,74,18,38,54,0,446,40,2,44,60,40,6,84,0,2,4,18,16,10,40.03795066,1.423149905,10.5313093,2.75142315,63.47248577,11.85958254
8,283.5,42.903841,-78.853952,1186,95.10961214,79.22580645,1116,1348,345,262,21,17,34,20,0,248,54,0,10,22,32,6,24,0,2,0,12,0,28,34.90725126,1.349072513,10.96121417,1.854974705,62.9005059,13.49072513
8,207,42.893003,-78.839273,1339,73.03958178,70.92783505,736,1988,261,439,163,19,30,50,26,302,38,6,22,38,16,16,68,0,4,0,28,0,10,64.97386109,1.344286781,38.38685586,4.929051531,186.2584018,23.59970127
8,240,42.893003,-78.839273,1339,73.03958178,70.92783505,736,1988,261,439,163,19,30,50,26,302,38,6,22,38,16,2,34,2,6,2,38,0,12,64.97386109,1.344286781,38.38685586,4.929051531,186.2584018,23.59970127
8,113,42.906441,-78.839054,1045,96.84210526,71.89440994,2878,1254,319,162,34,9,24,20,4,340,56,8,34,16,26,10,14,0,0,0,18,0,12,56.45933014,1.339712919,23.3492823,4.401913876,113.1100478,14.35406699
8,106,42.907261,-78.839056,1351,96.81717246,72.1686747,2456,1130,408,223,44,10,18,22,4,386,62,2,32,32,22,2,12,0,2,0,10,0,2,51.22131754,1.33234641,17.91265729,3.25684678,77.57216876,12.58327165
8,152,42.907261,-78.839056,1351,96.81717246,72.1686747,2456,1130,408,223,44,10,18,22,4,386,62,2,32,32,22,8,4,0,10,0,20,0,6,51.22131754,1.33234641,17.91265729,3.25684678,77.57216876,12.58327165
8,3,42.903803,-78.839312,938,89.55223881,75.77741408,2434,2652,250,204,45,7,42,22,6,372,42,18,32,26,18,12,10,0,4,0,30,0,18,67.80383795,1.279317697,38.1663113,4.690831557,175.4797441,20.46908316
8,201,42.88831,-78.879928,1605,41.12149533,69.08462867,824,3320,75,12,155,19,46,2,20,600,46,34,10,18,32,4,28,0,2,0,34,0,4,65.91900312,1.246105919,22.67912773,7.725856698,285.1090343,26.04361371
8,221,42.88831,-78.879928,1605,41.12149533,69.08462867,824,3320,75,12,155,19,46,2,20,600,46,34,10,18,32,8,32,2,2,0,62,0,4,65.91900312,1.246105919,22.67912773,7.725856698,285.1090343,26.04361371
8,110,42.88831,-78.879928,1605,41.12149533,69.08462867,824,3320,75,12,155,19,46,2,20,600,46,34,10,18,32,12,56,0,8,0,46,2,16,65.91900312,1.246105919,22.67912773,7.725856698,285.1090343,26.04361371
8,93.66666667,42.88831,-78.879928,1605,41.12149533,69.08462867,824,3320,75,12,155,19,46,2,20,600,46,34,10,18,32,20,124,0,4,2,60,0,14,65.91900312,1.246105919,22.67912773,7.725856698,285.1090343,26.04361371
8,70,42.887829,-78.853933,1135,90.4845815,67.35632184,962,1508,259,435,48,10,26,26,10,310,62,10,32,28,36,0,28,2,2,0,14,0,12,42.99559471,1.233480176,23.08370044,4.052863436,111.5418502,17.26872247
8,196,42.887829,-78.853933,1135,90.4845815,67.35632184,962,1508,259,435,48,10,26,26,10,310,62,10,32,28,36,4,42,0,4,0,42,0,10,42.99559471,1.233480176,23.08370044,4.052863436,111.5418502,17.26872247
8,408.3333333,42.87205,-78.819985,169,8.284023669,87.05882353,26,1768,46,39,52,2,24,4,2,160,46,2,2,2,8,0,4,0,2,0,18,0,2,112.4260355,1.183431953,40.23668639,8.284023669,308.8757396,29.58579882
8,554,42.87205,-78.819985,169,8.284023669,87.05882353,26,1768,46,39,52,2,24,4,2,160,46,2,2,2,8,0,0,0,0,0,36,0,12,112.4260355,1.183431953,40.23668639,8.284023669,308.8757396,29.58579882
8,197,42.889797,-78.853946,1088,90.99264706,74.33489828,758,1234,290,433,55,13,32,26,14,336,60,8,38,16,28,2,18,0,0,0,6,0,0,31.80147059,1.102941176,9.558823529,4.044117647,71.32352941,15.625
8,192,42.889797,-78.853946,1088,90.99264706,74.33489828,758,1234,290,433,55,13,32,26,14,336,60,8,38,16,28,0,0,0,0,0,0,0,0,31.80147059,1.102941176,9.558823529,4.044117647,71.32352941,15.625
8,198,42.889797,-78.853946,1088,90.99264706,74.33489828,758,1234,290,433,55,13,32,26,14,336,60,8,38,16,28,4,12,0,0,0,20,0,4,31.80147059,1.102941176,9.558823529,4.044117647,71.32352941,15.625
8,208,42.889797,-78.853946,1088,90.99264706,74.33489828,758,1234,290,433,55,13,32,26,14,336,60,8,38,16,28,4,8,0,0,0,8,0,2,31.80147059,1.102941176,9.558823529,4.044117647,71.32352941,15.625
8,263,42.889797,-78.853946,1088,90.99264706,74.33489828,758,1234,290,433,55,13,32,26,14,336,60,8,38,16,28,2,10,0,2,0,14,0,4,31.80147059,1.102941176,9.558823529,4.044117647,71.32352941,15.625
8,196.6,42.898578,-78.870157,1117,37.15308863,82.08333333,1084,2338,69,62,167,36,26,12,10,306,38,30,24,18,4,8,48,0,2,2,28,0,2,49.05998209,1.074306177,24.35094002,5.192479857,230.7967771,19.69561325
8,202.6,42.898578,-78.870157,1117,37.15308863,82.08333333,1084,2338,69,62,167,36,26,12,10,306,38,30,24,18,4,2,18,0,2,0,34,0,2,49.05998209,1.074306177,24.35094002,5.192479857,230.7967771,19.69561325
8,170.6,42.898578,-78.870157,1117,37.15308863,82.08333333,1084,2338,69,62,167,36,26,12,10,306,38,30,24,18,4,6,16,0,0,0,38,0,6,49.05998209,1.074306177,24.35094002,5.192479857,230.7967771,19.69561325
8,166,42.914973,-78.853977,2267,94.1332157,78.24795843,1500,1216,624,440,80,20,28,48,8,704,122,18,88,72,34,6,20,0,0,0,16,0,8,31.84825761,1.058667843,13.498015,1.940891045,71.37185708,14.90957212
8,317,42.897058,-78.853958,765,93.9869281,78.88888889,804,1068,254,441,53,9,24,14,6,190,48,0,22,22,12,2,4,0,0,0,10,0,4,41.04575163,1.045751634,13.85620915,1.830065359,90.45751634,14.37908497
8,270,42.897058,-78.853958,765,93.9869281,78.88888889,804,1068,254,441,53,9,24,14,6,190,48,0,22,22,12,0,6,0,2,0,20,0,6,41.04575163,1.045751634,13.85620915,1.830065359,90.45751634,14.37908497
8,225,42.896172,-78.853933,767,93.35071708,81.10599078,674,1120,234,441,57,6,32,6,6,182,56,0,26,16,12,2,32,0,4,0,14,0,4,34.68057366,1.043024772,10.69100391,1.043024772,75.61929596,11.47327249
8,327,42.917117,-78.8137,1414,89.17963225,81.75787728,664,1532,430,193,43,1,20,28,2,302,54,2,46,26,30,10,4,0,0,0,14,0,8,45.9688826,0.99009901,14.71004243,2.263083451,103.8189533,22.06506365
8,366,42.917117,-78.8137,1414,89.17963225,81.75787728,664,1532,430,193,43,1,20,28,2,302,54,2,46,26,30,10,22,0,0,0,34,0,8,45.9688826,0.99009901,14.71004243,2.263083451,103.8189533,22.06506365
8,88.75,42.899399,-78.869896,1268,35.72555205,80.27272727,1110,2744,70,64,217,37,28,12,10,328,44,32,12,12,4,2,8,0,0,2,12,0,4,54.10094637,0.94637224,25.23659306,5.835962145,256.3091483,20.66246057
8,271,42.885253,-78.880196,2162,54.81036078,75.41666667,560,4192,0,4,40,28,36,6,14,580,50,18,8,2,12,16,56,0,2,0,84,0,10,66.14246068,0.92506938,10.453284,12.67345051,200.8325624,11.00832562
8,160,42.893023,-78.853947,1304,92.33128834,79.67836257,958,1530,468,570,47,9,40,22,8,406,86,8,48,16,38,2,2,0,2,0,20,0,8,24.38650307,0.920245399,6.901840491,1.533742331,50.15337423,10.88957055
8,236,42.893023,-78.853947,1304,92.33128834,79.67836257,958,1530,468,570,47,9,40,22,8,406,86,8,48,16,38,2,4,0,0,0,10,0,0,24.38650307,0.920245399,6.901840491,1.533742331,50.15337423,10.88957055
8,228,42.893023,-78.853947,1304,92.33128834,79.67836257,958,1530,468,570,47,9,40,22,8,406,86,8,48,16,38,8,16,0,0,0,20,0,12,24.38650307,0.920245399,6.901840491,1.533742331,50.15337423,10.88957055
8,300,42.94029,-78.813654,3078,89.7985705,84.83309144,1510,4864,897,116,126,21,30,76,8,552,68,18,42,72,36,6,20,0,2,0,48,4,14,36.19233268,0.909681611,22.48213125,2.014294997,154.7758285,14.23001949
8,368.5,42.94029,-78.813654,3078,89.7985705,84.83309144,1510,4864,897,116,126,21,30,76,8,552,68,18,42,72,36,8,60,0,12,0,84,12,10,36.19233268,0.909681611,22.48213125,2.014294997,154.7758285,14.23001949
8,59,42.911121,-78.853968,1772,95.82392777,70.57220708,1522,1374,548,457,77,18,30,56,30,474,60,12,56,56,28,6,10,0,2,0,2,0,2,43.00225734,0.902934537,18.84875847,2.708803612,131.8284424,15.91422122
8,69,42.911121,-78.853968,1772,95.82392777,70.57220708,1522,1374,548,457,77,18,30,56,30,474,60,12,56,56,28,4,18,0,0,0,16,0,0,43.00225734,0.902934537,18.84875847,2.708803612,131.8284424,15.91422122
8,84,42.911121,-78.853968,1772,95.82392777,70.57220708,1522,1374,548,457,77,18,30,56,30,474,60,12,56,56,28,4,18,0,0,0,2,0,2,43.00225734,0.902934537,18.84875847,2.708803612,131.8284424,15.91422122
8,109,42.911121,-78.853968,1772,95.82392777,70.57220708,1522,1374,548,457,77,18,30,56,30,474,60,12,56,56,28,0,22,0,6,0,12,0,4,43.00225734,0.902934537,18.84875847,2.708803612,131.8284424,15.91422122
8,142,42.911121,-78.853968,1772,95.82392777,70.57220708,1522,1374,548,457,77,18,30,56,30,474,60,12,56,56,28,6,50,0,4,0,10,0,8,43.00225734,0.902934537,18.84875847,2.708803612,131.8284424,15.91422122
8,153,42.911121,-78.853968,1772,95.82392777,70.57220708,1522,1374,548,457,77,18,30,56,30,474,60,12,56,56,28,2,12,0,8,0,18,0,16,43.00225734,0.902934537,18.84875847,2.708803612,131.8284424,15.91422122
8,490.5,42.904865,-78.813746,2441,72.55223269,71.52,1236,2230,715,363,70,14,32,64,4,492,82,40,20,58,28,12,26,0,6,0,50,0,10,45.1454322,0.901269971,13.68291684,3.523146252,84.55551004,13.51904957
8,386.5,42.904865,-78.813746,2441,72.55223269,71.52,1236,2230,715,363,70,14,32,64,4,492,82,40,20,58,28,22,20,0,4,0,40,0,20,45.1454322,0.901269971,13.68291684,3.523146252,84.55551004,13.51904957
8,170.5,42.889578,-78.878745,1890,26.87830688,71.7458359,950,3888,133,26,225,15,50,32,50,792,60,40,26,24,42,14,82,0,4,0,48,0,14,114.8148148,0.846560847,28.14814815,6.349206349,329.7354497,28.57142857
8,202,42.897812,-78.85396,765,94.77124183,75.31914894,882,1030,257,427,45,13,20,18,6,214,48,0,24,24,24,4,20,0,0,0,18,0,0,44.44444444,0.784313725,14.37908497,2.091503268,91.24183007,14.37908497
8,154,42.909385,-78.853964,1590,96.60377358,69.30320151,1406,1440,504,418,76,22,28,60,30,412,54,6,36,44,32,4,24,0,6,0,14,0,6,44.65408805,0.754716981,20,3.396226415,145.6603774,17.73584906
8,174,42.909385,-78.853964,1590,96.60377358,69.30320151,1406,1440,504,418,76,22,28,60,30,412,54,6,36,44,32,8,46,0,4,0,18,0,10,44.65408805,0.754716981,20,3.396226415,145.6603774,17.73584906
8,149,42.909385,-78.853964,1590,96.60377358,69.30320151,1406,1440,504,418,76,22,28,60,30,412,54,6,36,44,32,20,86,0,6,0,12,0,6,44.65408805,0.754716981,20,3.396226415,145.6603774,17.73584906
8,286.5,42.939124,-78.813638,3011,91.066091,84.68208092,1536,4652,910,101,149,28,36,94,4,564,66,20,60,70,36,10,82,0,2,4,46,8,8,36.33344404,0.730654268,21.32181999,2.125539688,153.5038193,13.48389239
8,263,42.939124,-78.813638,3011,91.066091,84.68208092,1536,4652,910,101,149,28,36,94,4,564,66,20,60,70,36,6,28,0,0,0,46,4,18,36.33344404,0.730654268,21.32181999,2.125539688,153.5038193,13.48389239
8,355.5,42.939124,-78.813638,3011,91.066091,84.68208092,1536,4652,910,101,149,28,36,94,4,564,66,20,60,70,36,10,54,0,10,0,76,12,10,36.33344404,0.730654268,21.32181999,2.125539688,153.5038193,13.48389239
8,155,42.922659,-78.81367,2484,90.66022544,81.20300752,1066,3558,753,166,82,16,32,64,6,508,90,6,34,64,68,2,8,0,0,0,2,0,6,41.46537842,0.724637681,19.00161031,3.140096618,102.173913,17.23027375
8,234.5,42.922659,-78.81367,2484,90.66022544,81.20300752,1066,3558,753,166,82,16,32,64,6,508,90,6,34,64,68,8,6,0,2,0,22,0,4,41.46537842,0.724637681,19.00161031,3.140096618,102.173913,17.23027375
8,316,42.922659,-78.81367,2484,90.66022544,81.20300752,1066,3558,753,166,82,16,32,64,6,508,90,6,34,64,68,2,22,0,4,0,38,0,14,41.46537842,0.724637681,19.00161031,3.140096618,102.173913,17.23027375
8,81,42.917043,-78.853977,2230,93.5426009,80.44478528,1182,1094,660,271,47,13,24,48,8,594,88,18,58,60,24,2,12,0,0,0,14,0,8,28.25112108,0.717488789,11.12107623,1.34529148,60.0896861,14.08071749
8,252.75,42.902209,-78.868973,1675,44.53731343,81.26377663,962,2676,42,71,132,37,42,10,16,332,32,32,6,18,4,0,16,0,0,0,12,0,2,31.88059701,0.71641791,17.31343284,4.776119403,177.4328358,13.73134328
8,237.25,42.902209,-78.868973,1675,44.53731343,81.26377663,962,2676,42,71,132,37,42,10,16,332,32,32,6,18,4,2,86,0,4,2,26,0,14,31.88059701,0.71641791,17.31343284,4.776119403,177.4328358,13.73134328
8,472,42.956728,-78.878335,571,19.26444834,88.27361564,426,1852,164,59,89,0,26,4,4,146,16,14,8,10,22,4,106,0,0,0,42,0,6,30.12259194,0.700525394,16.81260946,3.152364273,715.2364273,23.8178634
8,360,42.939047,-78.839301,2000,44.7,85.4442344,1088,2286,472,59,97,13,38,54,4,472,54,2,16,40,30,4,36,0,6,0,38,0,10,25.6,0.7,15.7,2.9,81.6,11
8,401,42.939047,-78.839301,2000,44.7,85.4442344,1088,2286,472,59,97,13,38,54,4,472,54,2,16,40,30,10,12,0,8,0,52,0,18,25.6,0.7,15.7,2.9,81.6,11
8,153,42.894994,-78.886229,3144,25.98600509,75.94708358,1172,2320,480,220,133,14,26,48,14,454,70,6,36,50,36,6,32,0,0,2,8,0,0,35.81424936,0.699745547,10.36895674,2.735368957,95.10178117,9.287531807
8,366,42.936422,-78.842141,1764,43.14058957,83.5117773,1066,1662,443,69,80,12,18,30,2,336,38,2,10,32,22,8,42,0,4,0,36,0,10,24.6031746,0.680272109,13.15192744,2.380952381,84.46712018,12.6984127
8,140,42.908315,-78.853965,1479,96.01081812,68.4106614,1340,1328,473,371,51,20,20,58,12,314,50,6,34,30,40,0,0,0,0,0,0,0,0,43.1372549,0.676132522,18.93171062,2.569303584,148.6139283,16.49763354
8,117,42.908315,-78.853965,1479,96.01081812,68.4106614,1340,1328,473,371,51,20,20,58,12,314,50,6,34,30,40,6,48,0,4,0,8,0,14,43.1372549,0.676132522,18.93171062,2.569303584,148.6139283,16.49763354
8,157,42.908315,-78.853965,1479,96.01081812,68.4106614,1340,1328,473,371,51,20,20,58,12,314,50,6,34,30,40,4,30,0,0,0,24,0,6,43.1372549,0.676132522,18.93171062,2.569303584,148.6139283,16.49763354
8,131,42.908315,-78.853965,1479,96.01081812,68.4106614,1340,1328,473,371,51,20,20,58,12,314,50,6,34,30,40,8,30,0,8,0,24,0,14,43.1372549,0.676132522,18.93171062,2.569303584,148.6139283,16.49763354
8,373,42.934816,-78.813646,2982,90.07377599,89.87052551,1296,4352,964,56,102,14,24,90,14,526,106,20,82,60,58,20,38,0,4,0,80,10,18,31.18712274,0.670690812,14.88933602,2.213279678,83.83635144,15.42588867
8,215,42.943408,-78.813658,3878,84.86333161,85.24590164,1482,3340,1113,86,116,6,22,156,8,602,102,10,50,92,44,8,24,0,4,0,28,0,2,29.91232594,0.670448685,15.05930892,1.856627127,66.63228468,11.60391955
8,246,42.943408,-78.813658,3878,84.86333161,85.24590164,1482,3340,1113,86,116,6,22,156,8,602,102,10,50,92,44,10,34,0,4,0,36,0,12,29.91232594,0.670448685,15.05930892,1.856627127,66.63228468,11.60391955
8,318.5,42.943408,-78.813658,3878,84.86333161,85.24590164,1482,3340,1113,86,116,6,22,156,8,602,102,10,50,92,44,6,20,0,4,0,72,0,10,29.91232594,0.670448685,15.05930892,1.856627127,66.63228468,11.60391955
8,249.5,42.931453,-78.813649,2110,92.18009479,90.07092199,882,3910,627,62,63,6,22,48,20,464,80,18,54,44,32,6,10,0,2,0,32,6,6,45.30805687,0.663507109,15.82938389,5.971563981,100.8530806,20.75829384
8,264.5,42.931453,-78.813649,2110,92.18009479,90.07092199,882,3910,627,62,63,6,22,48,20,464,80,18,54,44,32,0,0,0,0,0,0,0,0,45.30805687,0.663507109,15.82938389,5.971563981,100.8530806,20.75829384
8,339,42.931453,-78.813649,2110,92.18009479,90.07092199,882,3910,627,62,63,6,22,48,20,464,80,18,54,44,32,12,46,0,6,0,70,2,8,45.30805687,0.663507109,15.82938389,5.971563981,100.8530806,20.75829384
8,345,42.931453,-78.813649,2110,92.18009479,90.07092199,882,3910,627,62,63,6,22,48,20,464,80,18,54,44,32,8,46,0,6,0,62,10,18,45.30805687,0.663507109,15.82938389,5.971563981,100.8530806,20.75829384
8,93,42.898137,-78.889195,3734,20.21960364,78.92624185,1408,1656,564,151,165,14,20,76,8,520,82,36,44,46,24,4,22,0,0,2,2,0,0,25.22763792,0.642742367,8.302088913,2.142474558,68.71987145,6.748794858
8,183.5,42.896566,-78.887721,3528,23.78117914,78.05005214,1244,1998,470,157,159,14,22,56,8,424,70,24,34,30,38,4,16,0,6,2,8,0,2,32.42630385,0.623582766,10.14739229,2.664399093,87.35827664,8.390022676
8,102,42.92749,-78.839315,673,91.67904903,80.83333333,500,1446,223,94,22,12,12,36,2,224,46,22,10,10,22,2,4,0,0,0,14,2,0,63.59583952,0.59435364,17.83060921,5.349182764,107.8751857,23.4769688
8,211,42.92749,-78.839315,673,91.67904903,80.83333333,500,1446,223,94,22,12,12,36,2,224,46,22,10,10,22,2,12,0,2,0,10,4,6,63.59583952,0.59435364,17.83060921,5.349182764,107.8751857,23.4769688
8,160,42.894261,-78.877259,2120,15.61320755,80.99273608,1028,3748,376,97,230,17,40,34,48,596,74,32,70,56,32,14,70,0,2,0,42,0,12,41.98113208,0.566037736,13.11320755,2.735849057,179.0566038,19.71698113
8,55,42.881868,-78.853895,2537,95.62475365,91.24391939,892,1146,192,249,36,18,40,10,0,232,42,2,14,26,14,0,8,0,4,0,2,0,0,32.24280646,0.551832873,12.29798975,1.65549862,69.9251084,9.223492314
8,101.5,42.881868,-78.853895,2537,95.62475365,91.24391939,892,1146,192,249,36,18,40,10,0,232,42,2,14,26,14,8,20,0,4,0,18,0,4,32.24280646,0.551832873,12.29798975,1.65549862,69.9251084,9.223492314
8,145,42.881868,-78.853895,2537,95.62475365,91.24391939,892,1146,192,249,36,18,40,10,0,232,42,2,14,26,14,12,78,0,2,2,14,0,10,32.24280646,0.551832873,12.29798975,1.65549862,69.9251084,9.223492314
8,276.1666667,42.893416,-78.884768,2910,27.59450172,72.67726161,956,2468,425,181,122,17,22,36,20,408,70,8,38,44,24,2,10,0,0,0,22,0,4,25.8419244,0.549828179,9.278350515,2.405498282,92.16494845,9.828178694
8,289.3333333,42.893416,-78.884768,2910,27.59450172,72.67726161,956,2468,425,181,122,17,22,36,20,408,70,8,38,44,24,6,16,0,0,0,22,0,4,25.8419244,0.549828179,9.278350515,2.405498282,92.16494845,9.828178694
8,289,42.914627,-78.839098,1840,93.9673913,74.16044776,952,2982,507,309,64,17,30,74,0,438,60,6,34,28,42,2,4,0,0,0,36,2,18,63.26086957,0.543478261,13.80434783,7.391304348,94.34782609,18.04347826
8,223.5,42.893987,-78.875699,1484,19.94609164,80.90332805,890,4598,208,70,246,16,48,16,40,370,54,12,32,60,12,0,10,0,2,0,14,0,6,72.50673854,0.539083558,21.96765499,4.582210243,262.8032345,29.5148248
8,115,42.907563,-78.898047,3217,20.92011191,78.63945578,1340,1476,617,105,109,4,20,56,26,510,52,32,16,54,32,18,74,2,6,6,20,0,0,25.11656823,0.497357787,7.211687908,2.300279764,66.64594343,7.709045695
8,119.5,42.907563,-78.898047,3217,20.92011191,78.63945578,1340,1476,617,105,109,4,20,56,26,510,52,32,16,54,32,6,10,0,2,0,14,0,2,25.11656823,0.497357787,7.211687908,2.300279764,66.64594343,7.709045695
8,107.5,42.907563,-78.898047,3217,20.92011191,78.63945578,1340,1476,617,105,109,4,20,56,26,510,52,32,16,54,32,8,24,0,2,2,20,0,2,25.11656823,0.497357787,7.211687908,2.300279764,66.64594343,7.709045695
8,159,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,44,4,14,594,54,20,4,2,14,4,20,0,4,0,52,2,4,54.67919902,0.490396404,8.990600736,5.230894973,175.1532489,10.05312628
8,127,42.89627,-78.870883,1640,34.02439024,87.88381743,1016,3672,104,47,192,21,32,8,10,250,30,14,20,46,10,2,16,0,0,0,68,0,4,24.87804878,0.487804878,11.58536585,2.073170732,125.6097561,15.6097561
8,166,42.89627,-78.870883,1640,34.02439024,87.88381743,1016,3672,104,47,192,21,32,8,10,250,30,14,20,46,10,6,48,0,0,0,86,2,12,24.87804878,0.487804878,11.58536585,2.073170732,125.6097561,15.6097561
8,174,42.89627,-78.870883,1640,34.02439024,87.88381743,1016,3672,104,47,192,21,32,8,10,250,30,14,20,46,10,0,10,0,4,0,72,0,6,24.87804878,0.487804878,11.58536585,2.073170732,125.6097561,15.6097561
8,158,42.89841,-78.853939,828,95.28985507,75.44554455,962,1108,272,431,40,12,20,18,4,230,54,0,26,22,36,4,14,0,0,0,18,0,4,41.54589372,0.483091787,14.00966184,2.173913043,87.68115942,13.04347826
8,172.25,42.89681,-78.870745,1668,34.65227818,86.75904542,1098,3126,112,53,212,26,30,10,8,284,30,16,26,34,12,2,0,0,2,0,26,0,4,30.09592326,0.479616307,13.54916067,2.757793765,133.0935252,16.42685851
8,372.3333333,42.935065,-78.813645,2930,89.93174061,89.91399531,1274,4446,940,55,103,14,24,84,12,510,92,14,80,54,54,6,16,0,2,0,40,22,16,29.55631399,0.4778157,14.2662116,2.184300341,78.5665529,13.92491468
8,355,42.935065,-78.813645,2930,89.93174061,89.91399531,1274,4446,940,55,103,14,24,84,12,510,92,14,80,54,54,10,20,0,8,2,64,18,26,29.55631399,0.4778157,14.2662116,2.184300341,78.5665529,13.92491468
8,218.75,42.896099,-78.876684,2332,12.95025729,82.46899662,1044,3686,545,86,282,18,28,20,18,602,76,24,52,80,30,0,12,2,0,0,46,0,8,29.75986278,0.428816467,12.60720412,2.058319039,144.0823328,14.66552316
8,166,42.896099,-78.876684,2332,12.95025729,82.46899662,1044,3686,545,86,282,18,28,20,18,602,76,24,52,80,30,4,28,0,4,0,48,0,2,29.75986278,0.428816467,12.60720412,2.058319039,144.0823328,14.66552316
